X;Y;X_fit_1;X_fit_2
[8, 2, 8, 1];0.06889314622272921;[0.0058413322727440065];[0.005841332272747574, -0.15839832778902374]
[8, 8, 32, 4];0.3305306509618065;[0.2042606019149574];[0.2042606019149559, -0.18435760049939998]
[4, 1, 4, 1];0.02877050935868115;[0.026248525354562822];[0.02624852535456552, -0.12583528710376063]
[16, 4, 1, 0];0.08804416514852104;[-0.1580171332991158];[-0.15801713329911, -0.15305571187255337]
[128, 16, 8, 1];0.28016557701361755;[-1.594857075685076];[-1.5948570756850555, -0.8029816845810982]
[1, 4, 8, 0];0.03247987518868519;[0.09994245467458993];[0.09994245467459408, -0.08005424681407228]
[2, 32, 8, 4];0.4595829301687028;[0.09380065225131272];[0.09380065225130323, 0.31790962980535764]
[128, 2, 2, 1];0.012358157826789116;[-1.647688440156164];[-1.6476884401561416, -0.9773057058802007]
[8, 2, 64, 5];0.028594580458238154;[0.46520589539677293];[0.4652058953967736, -0.4214814643271441]
[1, 128, 2, 5];0.0525896728610755;[0.08273216975181776];[0.08273216975178646, 1.7418065197095849]
[1, 16, 1, 5];0.1256227000454755;[0.04561936946220511];[0.04561936946219623, 0.12641243115083584]
[1, 2, 64, 5];0.016358589072550538;[0.5587907702689341];[0.5587907702689336, -0.37206759766846226]
[16, 16, 4, 4];0.66208279699674;[-0.130310832239354];[-0.13031083223935824, 0.00643183456768657]
[2, 128, 2, 4];0.626965510611596;[0.06936290191293654];[0.06936290191290759, 1.7347473959011992]
[32, 32, 1, 3];0.009797606570358075;[-0.36469795330559623];[-0.36469795330559945, 0.13902130762112744]
[1, 64, 8, 3];0.20525982410028457;[0.11542988056516282];[0.11542988056514891, 0.7878521826740857]
[128, 32, 1, 1];0.07561944186454322;[-1.6481476658380934];[-1.6481476658380776, -0.5386545779836586]
[1, 4, 2, 2];0.032248296332348624;[0.0507248229113032];[0.050724822911302744, -0.0518667678992681]
[2, 64, 4, 2];0.3837231178289777;[0.06924885821742277];[0.06924885821741067, 0.7995847114755666]
[2, 1, 32, 4];0.01588158199100309;[0.28266934259433857];[0.28266934259433746, -0.2432586077560523]
[2, 2, 2, 5];0.020673514497054415;[0.03683930754274003];[0.03683930754273409, -0.08785610602391573]
[1, 1, 1, 0];0.008083137186155045;[0.0417475129895582];[0.04174751298956221, -0.0905641762212137]
[32, 1, 2, 4];0.01943816606445207;[-0.3644968513885085];[-0.3644968513885076, -0.3140949274335481]
[2, 4, 4, 4];0.06308969054580674;[0.05376143232685428];[0.05376143232685012, -0.06832171801257962]
[64, 1, 16, 3];0.0036973614752761432;[-0.6774722814516682];[-0.6774722814516588, -0.6057576734363437]
[2, 32, 2, 0];0.3112535919753036;[0.04458302048802083];[0.04458302048801896, 0.34609710872014776]
[16, 1, 1, 4];0.04395664115936782;[-0.15879150459364072];[-0.15879150459364227, -0.1964510333469513]
[4, 128, 4, 1];0.5109927278142058;[0.059030243489603215];[0.05903024348958076, 1.7112333219794924]
[8, 4, 16, 1];0.12749719025884698;[0.07198108882014757];[0.07198108882015143, -0.16705141869248483]
[16, 2, 64, 4];0.08591734485500614;[0.35825175268573084];[0.35825175268573467, -0.47795445479421167]
[128, 2, 1, 4];0.006139619706307703;[-1.6558913787833756];[-1.6558913787833598, -0.9726077927277269]
[1, 32, 256, 4];0.24901173396838477;[2.1414986996394494];[2.141498699639462, -0.8401137081979775]
[4, 32, 16, 1];0.6900564975090626;[0.13268562559126768];[0.13268562559126537, 0.26620807696885157]
[2, 1, 128, 4];0.015711468309789433;[1.0701514508069536];[1.0701514508069616, -0.6942582703928464]
[2, 16, 1, 5];0.23286376791450808;[0.03225010162332503];[0.03225010162331616, 0.11935330734245272]
[2, 32, 8, 2];0.31616694614959834;[0.09380065225131089];[0.09380065225130559, 0.317909629805353]
[64, 2, 8, 5];0.0031192266993611477;[-0.7428376667045413];[-0.7428376667045372, -0.5537092610584701]
[2, 32, 128, 4];0.4656473839980384;[1.0781532875170818];[1.0781532875170832, -0.24583994849063465]
[64, 1, 2, 0];0.006429152559458889;[-0.7923134222326773];[-0.7923134222326633, -0.5399868893018183]
[4, 2, 64, 2];0.011537305995610845;[0.518682966752291];[0.518682966752297, -0.39324496909361867]
[4, 32, 128, 1];0.16790736833678221;[1.0514147518393187];[1.0514147518393264, -0.2599581961074081]
[2, 4, 8, 1];0.0631733449619661;[0.08657318683571064];[0.08657318683571286, -0.08711337062245318]
[4, 16, 2, 3];0.33161903540116006;[0.01371450457277764];[0.013714504572773267, 0.10053714657321504]
[4, 2, 16, 5];0.025672921250191476;[0.12494191264598614];[0.12494191264598183, -0.16774513777521463]
[1, 2, 1, 4];0.01620902909016215;[0.04200563675440453];[0.04200563675440043, -0.07609906906306847]
[16, 128, 1, 4];0.3225114676569239;[-0.12600978645860028];[-0.1260097864586271, 1.6406175757363013]
[8, 1, 64, 3];0.042949793818658225;[0.4649477716319284];[0.46494777163193324, -0.4359465714852848]
[2, 16, 2, 5];0.23260670856930485;[0.04045304025053971];[0.040453040250531154, 0.11465539418998585]
[1, 2, 16, 0];0.016349071473295805;[0.16504971616262215];[0.1650497161626274, -0.14656776635007693]
[128, 2, 4, 4];0.006118166094451738;[-1.6312825629017318];[-1.6312825629017151, -0.9867015321851268]
[4, 4, 2, 3];0.12184858542314252;[0.010617019394663607];[0.010617019394661623, -0.07304413932441509]
[4, 256, 1, 4];0.38829103431480994;[0.06746126950784494];[0.06746126950779056, 3.576860777678289]
[8, 1, 16, 5];0.04377750262643891;[0.07120671752562259];[0.07120671752561912, -0.210446740166883]
[1, 32, 4, 2];0.18883041265092523;[0.07435816558133215];[0.07435816558132625, 0.34376040622360254]
[64, 4, 1, 4];0.04730479601101024;[-0.7997419895653602];[-0.7997419895653546, -0.4918936546749344]
[2, 2, 16, 0];0.021581407556139444;[0.15168044832374197];[0.15168044832374733, -0.1536268901584601]
[64, 256, 1, 1];0.13859744587518477;[-0.7346948008249676];[-0.7346948008250062, 3.153313349175294]
[1, 4, 64, 4];0.032566868242988864;[0.5593070177986188];[0.55930701779862, -0.34313738335219274]
[4, 2, 16, 2];0.025187233269177527;[0.12494191264598341];[0.1249419126459851, -0.16774513777522165]
[4, 4, 2, 5];0.12258808392636754;[0.010617019394665373];[0.010617019394659291, -0.0730441393244104]
[64, 16, 16, 1];0.3530884664125191;[-0.6736004249790275];[-0.6736004249790172, -0.38878106606431057]
[128, 2, 1, 3];0.003060230807166351;[-1.6558913787833767];[-1.655891378783359, -0.9726077927277295]
[64, 2, 1, 2];0.0027131572828257558;[-0.8002582370950475];[-0.8002582370950375, -0.5208238689912109]
[1, 2, 256, 4];0.016126268366342286;[2.133754986694164];[2.1337549866941825, -1.274066922942053]
[16, 64, 16, 4];0.34812547900718804;[-0.019485628000320842];[-0.019485628000333585, 0.6443820203286083]
[2, 2, 32, 5];0.021646533142327853;[0.2829274663591822];[0.28292746635917915, -0.22879350059791378]
[2, 64, 64, 4];0.5686901904447127;[0.5614251758503092];[0.5614251758502982, 0.517709922327575]
[32, 32, 8, 1];0.5091063656324115;[-0.30727738291509477];[-0.3072773829150934, 0.1061359155538565]
[64, 2, 8, 4];0.009342645459022924;[-0.7428376667045425];[-0.742837666704536, -0.5537092610584722]
[4, 1, 2, 5];0.030908247010439274;[0.009842648100136837];[0.00984264810013137, -0.11643946079881781]
[32, 2, 2, 3];0.01755971821781303;[-0.3642387276236667];[-0.3642387276236638, -0.29962982027541474]
[1, 16, 64, 1];0.1294448348011509;[0.5624045029767303];[0.562404502976735, -0.16955609745456982]
[4, 2, 2, 1];0.05807291004743128;[0.010100771864976179];[0.010100771864978634, -0.1019743536406915]
[32, 8, 4, 5];0.009962428145286549;[-0.3462841077801785];[-0.34628410778018065, -0.22223500363152804]
[64, 2, 8, 2];0.022027472861888373;[-0.7428376667045441];[-0.7428376667045338, -0.5537092610584773]
[8, 8, 128, 1];0.07808255069347882;[0.99174271012757];[0.9917427101275832, -0.6353572631362011]
[32, 1, 1, 5];0.025692459609958175;[-0.3726997900157225];[-0.37269979001572345, -0.30939701428107935]
[2, 64, 64, 1];0.3877745487968267;[0.5614251758503063];[0.5614251758503015, 0.5177099223275679]
[4, 1, 256, 1];0.008629200581148569;[2.093389059412678];[2.093389059412703, -1.3097094015253448]
[64, 4, 2, 1];0.025358573472188888;[-0.7915390509381479];[-0.7915390509381364, -0.4965915678274083]
[128, 4, 4, 1];0.05869285241285557;[-1.6307663153720484];[-1.6307663153720264, -0.9577713178688623]
[16, 4, 4, 4];0.17021919133137683;[-0.13340831741746803];[-0.1334083174174698, -0.1671494513299437]
[32, 1, 32, 4];0.02486945626148156;[-0.1184086925720664];[-0.11840869257206266, -0.4550323220075462]
[16, 128, 4, 4];0.31424070099996226;[-0.1014009705769561];[-0.10140097057698279, 1.626523836278902]
[16, 1, 1, 1];0.04419349044151441;[-0.15879150459364338];[-0.15879150459363892, -0.19645103334695843]
[1, 2, 4, 4];0.016216544697144585;[0.06661445263604875];[0.0666144526360449, -0.09019280852046821]
[2, 16, 16, 2];0.1099590859110062;[0.15529418103154347];[0.15529418103154202, 0.048884610055446524]
[1, 16, 64, 4];0.12952903481794928;[0.562404502976733];[0.5624045029767317, -0.1695560974545626]
[32, 2, 2, 5];0.017989437127960674;[-0.3642387276236649];[-0.364238727623666, -0.29962982027540996]
[2, 2, 2, 3];0.020703061921999426;[0.036839307542738245];[0.03683930754273634, -0.08785610602392054]
[64, 8, 8, 4];0.0372901266864455;[-0.7412889241154854];[-0.7412889241154802, -0.4669186181096573]
[256, 1, 1, 5];0.0030349960094373895;[-3.3674157859248783];[-3.367415785924844, -1.8906407473589026]
[64, 16, 4, 1];0.26554040113928207;[-0.7720356885056044];[-0.7720356885055949, -0.33240610823471106]
[64, 128, 2, 4];0.094557495638394;[-0.7595317040976336];[-0.7595317040976526, 1.2970817197814446]
[2, 64, 4, 3];0.38924102869668487;[0.06924885821742356];[0.06924885821740949, 0.799584711475569]
[128, 8, 1, 2];0.003062561164657814;[-1.6543426361943208];[-1.654342636194302, -0.8858171497789168]
[64, 1, 4, 4];0.00676666391537985;[-0.7759075449782443];[-0.775907544978238, -0.5493827156067418]
[1, 128, 1, 5];0.2060738969097337;[0.07452923112460312];[0.0745292311245717, 1.7465044328620511]
[4, 1, 128, 0];0.009794031217872992;[1.04341291512919];[1.043412915129206, -0.7083765180096219]
[1, 256, 2, 4];0.35295355749394774;[0.11577201165170004];[0.11577201165164562, 3.593340235950971]
[1, 1, 1, 2];0.008093422505903253;[0.041747512989559955];[0.04174751298956, -0.09056417622120905]
[8, 16, 8, 5];0.11961234765331767;[0.009455064980547235];[0.00945506498053999, 0.04411317242488758]
[8, 2, 4, 1];0.07552440855065858;[-0.02697042223611502];[-0.026970422236111832, -0.13960667517915723]
[64, 8, 4, 1];0.11167506275811673;[-0.774100678624347];[-0.7741006786243358, -0.4481269654997978]
[16, 4, 8, 0];0.13847235879859807;[-0.10059656290861248];[-0.10059656290860601, -0.18594110393981952]
[2, 2, 4, 0];0.020247612480646285;[0.05324518479716503];[0.05324518479716937, -0.09725193232886092]
[256, 16, 4, 4];0.04747100089378135;[-3.3389351135705927];[-3.3389351135705594, -1.6877578794442665]
[2, 1, 8, 2];0.015791691294356723;[0.08579881554118296];[0.0857988155411838, -0.13050869209685842]
[1, 128, 4, 3];0.033165501490639335;[0.0991380470062456];[0.09913804700621845, 1.7324106934046466]
[8, 1, 32, 4];0.039292556072212416;[0.20245373556105759];[0.20245373556105747, -0.285613350606351]
[1, 8, 32, 4];0.0649286004501582;[0.29784547678711853];[0.297845476787116, -0.13494373384071806]
[2, 2, 64, 5];0.021861712018669162;[0.5454215024300538];[0.5454215024300536, -0.3791267214768454]
[16, 16, 1, 2];0.1391997563218377;[-0.15491964812099993];[-0.15491964812100045, 0.020525574025081622]
[8, 2, 8, 2];0.027499867739419478;[0.005841332272744857];[0.005841332272746431, -0.15839832778902135]
[8, 4, 128, 1];0.03924470807036122;[0.9907102150681987];[0.9907102150682124, -0.6932176917687447]
[16, 8, 1, 5];0.1432653898252549;[-0.15698463823973996];[-0.15698463823974487, -0.09519528323999812]
[4, 8, 1, 3];0.24412060047871645;[0.0034465758268202025];[0.0034465758268173376, -0.010485797539405131]
[64, 1, 8, 4];0.0047508335169350975;[-0.7430957904693853];[-0.7430957904693786, -0.5681743682166082]
[8, 128, 8, 1];0.2513440507108064;[0.03836492664294143];[0.03836492664292011, 1.6642051741360933]
[1, 4, 16, 2];0.032565750710516254;[0.16556596369230958];[0.16556596369231041, -0.11763755203380057]
[8, 2, 4, 3];0.027617161632238426;[-0.026970422236113258];[-0.026970422236114008, -0.13960667517915257]
[4, 32, 4, 1];0.6762731858088357;[0.03425036206469079];[0.034250362064687366, 0.3225830347984507]
[32, 16, 8, 1];0.3946840225602908;[-0.3114073631525801];[-0.31140736315257567, -0.12530579897631716]
[1, 32, 4, 4];0.24900646130798595;[0.07435816558133397];[0.07435816558132405, 0.3437604062236072]
[1, 8, 128, 0];0.008760224989164104;[1.0853275849997301];[1.0853275849997441, -0.5859433964775218]
[16, 2, 8, 0];0.02758706733039787;[-0.1011128104382983];[-0.10111281043829136, -0.2148713182560914]
[1, 128, 64, 1];0.33205346056408364;[0.5913143646391283];[0.5913143646391106, 1.4505359042566455]
[1, 32, 32, 5];0.17461446264149974;[0.30404044714334755];[0.30404044714333806, 0.21221883795454463]
[1, 32, 32, 3];0.06372218751370427;[0.30404044714334577];[0.3040404471433404, 0.21221883795453997]
[32, 2, 2, 1];0.04690659721994501;[-0.3642387276236684];[-0.3642387276236615, -0.29962982027541957]
[1, 64, 1, 0];0.17476059466136626;[0.05800931017465684];[0.0580093101746486, 0.8207375747413448]
[4, 2, 32, 4];0.06229795739828526;[0.25618893068142107];[0.2561889306814201, -0.24291174821468264]
[64, 2, 1, 4];0.023755012442737134;[-0.8002582370950456];[-0.8002582370950398, -0.5208238689912061]
[4, 8, 1, 0];0.2445573377055197;[0.003446575826817492];[0.003446575826820783, -0.010485797539412317]
[32, 8, 2, 2];0.017123412300542;[-0.3626899850346105];[-0.36268998503460687, -0.212839177326602]
[8, 2, 8, 5];0.027612141441283815;[0.005841332272747486];[0.00584133227274301, -0.15839832778901428]
[2, 128, 16, 4];0.6405310234812862;[0.1842040426939429];[0.18420404269391563, 1.6689766117666665]
[1, 32, 8, 1];0.2513995478540618;[0.10716992009019025];[0.10716992009018668, 0.32496875361373373]
[16, 1, 1, 0];0.044160658806195525;[-0.15879150459364427];[-0.15879150459363767, -0.19645103334696115]
[1, 1, 32, 5];0.008146301761018496;[0.29603861043321966];[0.2960386104332165, -0.23619948394766652]
[128, 1, 2, 5];0.003049967787155628;[-1.6479465639210034];[-1.6479465639209887, -0.9917708130383268]
[2, 256, 16, 4];0.21447600855522844;[0.21724388459382626];[0.21724388459377336, 3.5205103280080556]
[64, 4, 1, 0];0.04748930862279703;[-0.7997419895653637];[-0.7997419895653501, -0.4918936546749441]
[8, 1, 4, 3];0.04342104003981246;[-0.027228546000956096];[-0.027228546000956654, -0.15407178233728844]
[8, 1, 4, 5];0.0434261347384275;[-0.027228546000954347];[-0.027228546000958826, -0.15407178233728366]
[2, 256, 1, 1];0.24919664669686037;[0.09419980518560256];[0.09419980518555439, 3.5909790252950478]
[1, 16, 8, 3];0.12636795254137073;[0.1030399398527066];[0.10303993985270231, 0.09352703908356487]
[8, 32, 4, 1];0.8007914870622759;[-0.01922670929082986];[-0.019226709290832558, 0.29434653956491813]
[1, 1, 1, 3];0.008100619537371652;[0.041747512989560843];[0.04174751298955887, -0.09056417622120669]
[64, 32, 4, 1];0.37604755044512617;[-0.767905708268119];[-0.767905708268113, -0.10096439370453757]
[1, 64, 16, 3];0.21775069421787227;[0.18105338958288078];[0.18105338958286765, 0.750268877454353]
[4, 1, 256, 4];0.02756522615500623;[2.0933890594126803];[2.0933890594127, -1.3097094015253379]
[128, 1, 1, 3];0.0030546534573774407;[-1.65614950254822];[-1.656149502548201, -0.987072899885865]
[32, 128, 4, 1];0.177271035070652;[-0.3153092559990413];[-0.31530925599905946, 1.513577855344765]
[1, 4, 64, 3];0.011451972605656056;[0.5593070177986181];[0.559307017798621, -0.3431373833521953]
[2, 2, 4, 4];0.03154687299311296;[0.05324518479716858];[0.05324518479716486, -0.0972519323288514]
[2, 16, 16, 1];0.2509453126332428;[0.1552941810315426];[0.1552941810315432, 0.0488846100554441]
[16, 4, 64, 4];0.13748496018961456;[0.3587680002154165];[0.35876800021541994, -0.44902424047793993]
[8, 2, 16, 2];0.023597730790990392;[0.07146484129046278];[0.07146484129046506, -0.19598163300875426]
[2, 4, 64, 4];0.06361793702992156;[0.5459377499597388];[0.54593774995974, -0.35019650716057604]
[8, 16, 1, 2];0.42680505577304173;[-0.0479655054099586];[-0.04796550540996044, 0.07699856449214673]
[32, 64, 2, 1];0.18981384267821078;[-0.34823505420341244];[-0.3482350542034178, 0.5972068235290032]
[32, 4, 4, 3];0.012580823683915061;[-0.34731660283955157];[-0.3473166028395489, -0.28009543226407624]
[8, 4, 8, 2];0.14409413402176932;[0.006357579802430531];[0.006357579802431676, -0.1294681134727497]
[1, 2, 128, 3];0.008908684031205625;[1.083778842410676];[1.0837788424106851, -0.6727340394263297]
[32, 1, 32, 3];0.025165033213996286;[-0.11840869257206725];[-0.11840869257206145, -0.4550323220075487]
[128, 2, 4, 1];0.028020116814682042;[-1.6312825629017345];[-1.6312825629017118, -0.9867015321851338]
[4, 2, 16, 3];0.025308797446181072;[0.12494191264598428];[0.12494191264598396, -0.1677451377752193]
[2, 16, 128, 1];0.15080512546015573;[1.0740233072795933];[1.0740233072796042, -0.4772816630208157]
[4, 256, 2, 1];0.22468336874030403;[0.0756642081350572];[0.07566420813500904, 3.572162864525814]
[4, 256, 4, 4];0.22469684253484956;[0.09207008538948912];[0.09207008538943533, 3.562767038220889]
[128, 4, 1, 1];0.012037207315280485;[-1.6553751312536926];[-1.6553751312536709, -0.9436775784114622]
[32, 1, 16, 2];0.024302168500422668;[-0.24965571060750397];[-0.24965571060749767, -0.3798657115680854]
[1, 32, 32, 4];0.25123383133897137;[0.30404044714334666];[0.30404044714333933, 0.21221883795454244]
[16, 64, 2, 4];0.2858253751037164;[-0.13432676878132715];[-0.13432676878134112, 0.7101528044631407]
[4, 8, 8, 1];0.22168858917345155;[0.06086714621732162];[0.06086714621732342, -0.043371189606676186]
[16, 2, 4, 2];0.0275725685112922;[-0.13392456494715546];[-0.1339245649471529, -0.19607966564622006]
[1, 8, 16, 1];0.06506324779830311;[0.16659845875168006];[0.16659845875168205, -0.059777123401259596]
[2, 32, 1, 0];0.3026679495335157;[0.036380081860806004];[0.03638008186080399, 0.3507950218726146]
[1, 1, 128, 5];0.00817572905047469;[1.0835207186458344];[1.0835207186458402, -0.687199146584461]
[4, 2, 8, 3];0.024878003223799898;[0.05931840362826636];[0.0593184036282653, -0.13016183255548644]
[1, 4, 2, 5];0.03226522918365142;[0.05072482291130586];[0.05072482291129945, -0.051866767899260806]
[8, 8, 8, 4];0.34128258603076167;[0.007390074861803641];[0.007390074861800008, -0.07160768484020154]
[8, 8, 8, 1];0.27393988585178164;[0.007390074861800993];[0.007390074861803392, -0.07160768484020863]
[4, 8, 256, 1];0.06884705405570136;[2.095195925766578];[2.095195925766602, -1.2084536514183943]
[8, 4, 16, 3];0.04017877678624874;[0.0719810888201493];[0.07198108882014922, -0.1670514186924802]
[128, 2, 1, 2];0.0030637396400268442;[-1.6558913787833773];[-1.6558913787833573, -0.9726077927277316]
